Trial,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,39,145,242,472,676,980,1179,1238,1287,1156,965,708,481,263,121,48
2,54,151,278,433,711,971,1156,1233,1224,1160,944,726,477,265,150,67
3,42,125,279,462,707,991,1093,1308,1229,1161,993,654,473,274,143,66
4,46,150,269,486,667,958,1210,1260,1259,1146,961,685,442,265,147,49
5,38,144,282,456,673,972,1144,1268,1266,1169,968,679,467,290,145,39
6,40,125,289,461,684,913,1195,1216,1294,1141,1003,693,460,282,142,62
7,47,137,312,442,688,996,1137,1249,1268,1145,929,714,461,285,139,51
8,42,136,288,459,726,1024,1177,1243,1239,1130,975,673,469,257,117,45
9,52,126,280,467,708,1033,1119,1172,1248,1190,979,717,454,271,139,45
10,41,150,312,524,666,965,1135,1235,1239,1148,984,667,457,275,155,47
11,36,149,275,460,711,933,1203,1234,1248,1137,964,724,466,265,138,57
12,48,169,252,491,727,940,1138,1242,1279,1133,975,686,483,255,128,54
13,43,135,257,444,707,982,1147,1275,1204,1187,996,687,481,263,146,46
14,41,132,285,499,688,942,1173,1249,1237,1162,980,678,497,264,125,48
15,47,146,306,483,681,1037,1122,1229,1240,1195,929,663,459,290,128,45
16,56,144,274,465,707,953,1174,1258,1203,1159,974,722,473,263,138,37
17,50,120,270,505,684,957,1150,1280,1254,1125,967,742,448,266,134,48
18,55,136,294,476,666,986,1117,1319,1244,1162,949,703,452,283,112,46
19,50,123,315,465,679,957,1167,1223,1231,1186,943,725,475,274,152,35
20,42,160,223,494,663,970,1159,1249,1266,1137,1016,684,469,298,131,39
