Trial,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,488,1454,2763,4656,6943,9717,11428,12524,12375,11727,9809,6871,4619,2809,1342,475
2,485,1398,2759,4756,6900,9793,11708,12334,12447,11669,9565,6960,4532,2808,1393,493
3,428,1415,2754,4735,6836,9771,11537,12592,12311,11796,9726,6831,4593,2838,1364,473
4,429,1401,2782,4631,6900,9770,11480,12744,12337,11446,9797,7002,4693,2769,1393,426
5,443,1450,2762,4693,6991,9866,11542,12570,12543,11379,9661,6863,4601,2765,1400,471
6,470,1382,2785,4662,6971,9758,11634,12396,12393,11722,9527,7000,4617,2791,1414,478
7,445,1352,2779,4591,6823,9680,11761,12445,12502,11750,9723,6935,4554,2795,1391,474
8,466,1465,2834,4684,6999,9703,11605,12432,12560,11561,9745,6794,4549,2799,1332,472
9,478,1335,2699,4509,6979,9909,11498,12710,12373,11670,9554,6903,4732,2722,1455,474
10,420,1393,2802,4569,7059,9876,11424,12568,12506,11408,9775,6952,4540,2848,1413,447
11,464,1379,2753,4652,6926,9736,11550,12508,12493,11748,9721,7064,4597,2667,1288,454
12,454,1478,2871,4630,6877,9637,11611,12452,12699,11553,9658,7012,4566,2634,1390,478
13,455,1415,2763,4612,6872,9681,11341,12466,12478,11630,9906,7007,4754,2768,1362,490
14,470,1414,2768,4573,6890,9650,11585,12520,12497,11679,9740,6985,4616,2822,1319,472
15,445,1344,2720,4737,6900,9882,11426,12409,12465,11617,9754,6963,4760,2718,1398,462
16,457,1423,2818,4537,6952,9813,11611,12438,12360,11688,9665,6928,4748,2771,1371,420
17,432,1408,2687,4750,7034,9532,11572,12440,12600,11529,9845,6863,4747,2752,1362,447
18,484,1392,2748,4692,6809,9699,11405,12602,12459,11743,9653,6927,4658,2857,1427,445
19,458,1364,2784,4703,6955,9914,11677,12507,12390,11655,9637,6750,4630,2755,1358,463
20,483,1369,2762,4557,6922,9805,11536,12548,12525,11644,9704,6912,4574,2814,1391,454
