Trial,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,2353,6938,13905,23032,34825,48576,57190,62453,62653,58304,48706,34595,23124,14162,6876,2308
2,2311,6786,13859,23064,34702,48790,57711,62853,62553,57677,48376,34723,23375,13767,7088,2365
3,2242,6901,13821,23113,34535,48752,57474,62560,62503,57980,48558,34919,23456,13946,6993,2247
4,2341,6804,13930,23259,34768,48795,57875,62442,62255,57617,48838,34843,23062,13939,6925,2307
5,2288,6920,13838,23311,34490,48675,57984,62292,62491,58092,48385,34728,23420,13873,6849,2364
6,2347,6789,13933,23020,35007,48743,57732,62251,62523,57818,48848,34919,23107,13700,6796,2467
7,2442,6998,13827,23257,34826,48861,57929,62486,62819,57587,48724,34204,23010,13822,6934,2274
8,2328,6973,13872,23246,34497,48596,57966,62420,62611,57961,48303,35064,23110,13916,6817,2320
9,2353,6912,13815,23197,34697,48347,58156,62552,62511,57722,48779,34724,23196,13823,6942,2274
10,2287,7049,13847,23087,34837,48486,57931,62710,62356,58133,48436,34867,22976,13755,6912,2331
11,2286,6934,13961,23073,34699,48865,58120,62423,62677,57763,48402,34587,23218,13698,6977,2317
12,2321,6977,14004,23014,34730,48596,58153,62329,62301,57735,48222,34832,23400,14040,7015,2331
13,2233,7013,13898,23216,34861,48819,57680,62353,62458,58065,48546,34776,23246,13773,6773,2290
14,2300,6976,13778,23065,34537,48806,57907,62636,62526,58150,48704,34473,22965,13961,6960,2256
15,2285,7054,14230,23045,34483,48481,57856,62331,62328,58057,48683,34892,23179,13928,6833,2335
16,2383,6921,13833,23236,34789,49125,57863,62234,62330,57953,48240,34802,23098,13979,6943,2271
17,2316,7049,13838,23085,34942,48514,57778,62085,62649,58154,48775,34635,22987,13869,7033,2291
18,2369,6970,13785,23072,34493,48596,57783,62567,62875,57891,48706,34756,23087,13702,7027,2321
19,2255,6989,13883,23096,34687,48851,57917,62410,62380,58130,48711,34463,23132,13809,6892,2395
20,2366,7024,13774,22997,34592,48530,58169,62473,62262,58024,48671,34763,23126,13974,6975,2280
