Trial,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,3,3,19,22,45,55,56,59,61,64,44,32,19,11,4,3
2,1,7,10,18,47,48,51,57,75,65,54,24,17,15,8,3
3,3,3,12,24,36,55,59,71,54,50,54,29,17,14,14,5
4,4,3,15,18,36,46,67,64,49,59,54,34,30,14,5,2
5,2,12,11,20,24,47,69,62,61,68,55,27,15,11,12,4
6,2,7,15,21,45,56,58,61,69,61,32,32,22,8,8,3
7,2,6,13,23,34,57,52,71,59,53,41,40,24,15,7,3
8,1,6,7,37,32,44,64,58,49,58,52,39,31,13,8,1
9,2,4,18,24,34,48,56,72,63,54,54,33,14,16,5,3
10,2,8,10,19,40,50,59,62,78,55,45,31,17,13,7,4
11,3,4,7,21,38,58,65,62,62,45,44,39,25,17,7,3
12,4,5,17,20,43,57,50,55,65,57,40,32,27,14,9,5
13,3,6,13,30,45,43,65,65,60,50,43,29,20,14,9,5
14,3,5,20,26,32,46,63,72,51,59,61,28,14,10,7,3
15,2,6,17,19,39,60,61,62,64,45,41,31,28,13,9,3
16,3,4,13,34,21,49,69,67,53,47,47,35,28,20,10,0
17,2,6,11,21,35,42,55,53,58,59,39,50,34,23,10,2
18,0,6,19,20,48,51,54,53,62,60,52,30,15,12,13,5
19,1,10,23,21,36,50,57,56,63,71,36,27,24,14,7,4
20,4,4,13,32,42,54,56,60,50,64,43,31,24,13,7,3
