Trial,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,0.0,0.0,0.04,0.02,0.06,0.1,0.1,0.16,0.12,0.06,0.16,0.08,0.06,0.02,0.0,0.02
2,0.02,0.0,0.02,0.06,0.06,0.08,0.1,0.12,0.16,0.2,0.08,0.06,0.04,0.0,0.0,0.0
3,0.0,0.06,0.04,0.04,0.08,0.14,0.14,0.08,0.12,0.18,0.02,0.02,0.04,0.02,0.02,0.0
4,0.0,0.0,0.02,0.08,0.08,0.14,0.12,0.12,0.1,0.08,0.06,0.06,0.12,0.0,0.02,0.0
5,0.0,0.0,0.04,0.02,0.02,0.08,0.12,0.08,0.06,0.22,0.16,0.08,0.02,0.04,0.04,0.02
6,0.0,0.0,0.02,0.06,0.08,0.16,0.06,0.12,0.06,0.2,0.06,0.06,0.04,0.04,0.02,0.02
7,0.0,0.02,0.02,0.0,0.08,0.14,0.08,0.08,0.12,0.12,0.12,0.12,0.04,0.06,0.0,0.0
8,0.0,0.02,0.0,0.04,0.12,0.04,0.12,0.16,0.08,0.12,0.1,0.1,0.04,0.04,0.02,0.0
9,0.0,0.08,0.02,0.02,0.06,0.12,0.12,0.12,0.06,0.08,0.08,0.1,0.06,0.02,0.02,0.04
10,0.0,0.0,0.02,0.0,0.04,0.1,0.12,0.22,0.08,0.16,0.1,0.12,0.02,0.02,0.0,0.0
11,0.02,0.02,0.06,0.04,0.04,0.08,0.18,0.1,0.1,0.08,0.08,0.06,0.08,0.06,0.0,0.0
12,0.0,0.0,0.06,0.02,0.06,0.04,0.14,0.04,0.14,0.2,0.08,0.12,0.06,0.04,0.0,0.0
13,0.0,0.0,0.04,0.04,0.06,0.12,0.04,0.1,0.18,0.08,0.12,0.1,0.06,0.0,0.04,0.02
14,0.0,0.0,0.04,0.0,0.12,0.08,0.08,0.14,0.1,0.2,0.14,0.1,0.0,0.0,0.0,0.0
15,0.0,0.0,0.06,0.04,0.06,0.06,0.08,0.1,0.2,0.18,0.12,0.04,0.02,0.02,0.02,0.0
16,0.0,0.04,0.04,0.04,0.08,0.14,0.12,0.06,0.12,0.06,0.12,0.12,0.04,0.0,0.02,0.0
17,0.0,0.0,0.02,0.0,0.04,0.18,0.18,0.1,0.16,0.12,0.06,0.08,0.06,0.0,0.0,0.0
18,0.0,0.02,0.04,0.06,0.06,0.08,0.1,0.2,0.14,0.12,0.06,0.06,0.06,0.0,0.0,0.0
19,0.0,0.02,0.04,0.06,0.08,0.08,0.12,0.18,0.12,0.06,0.04,0.08,0.08,0.04,0.0,0.0
20,0.0,0.0,0.02,0.02,0.02,0.12,0.08,0.1,0.12,0.14,0.14,0.12,0.08,0.02,0.0,0.02
