Trial,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,0.006,0.006,0.038,0.044000000000000004,0.09,0.11,0.11199999999999999,0.11800000000000001,0.122,0.128,0.08800000000000001,0.064,0.038,0.022000000000000002,0.008,0.006
2,0.002,0.013999999999999999,0.02,0.036000000000000004,0.094,0.096,0.102,0.114,0.15,0.13,0.10800000000000001,0.048,0.034,0.03,0.016,0.006
3,0.006,0.006,0.024,0.048,0.07200000000000001,0.11,0.11800000000000001,0.142,0.10800000000000001,0.1,0.10800000000000001,0.057999999999999996,0.034,0.027999999999999997,0.027999999999999997,0.01
4,0.008,0.006,0.03,0.036000000000000004,0.07200000000000001,0.092,0.134,0.128,0.098,0.11800000000000001,0.10800000000000001,0.068,0.06,0.027999999999999997,0.01,0.004
5,0.004,0.024,0.022000000000000002,0.04,0.048,0.094,0.138,0.124,0.122,0.136,0.11,0.054000000000000006,0.03,0.022000000000000002,0.024,0.008
6,0.004,0.013999999999999999,0.03,0.042,0.09,0.11199999999999999,0.11599999999999999,0.122,0.138,0.122,0.064,0.064,0.044000000000000004,0.016,0.016,0.006
7,0.004,0.012,0.026000000000000002,0.046,0.068,0.114,0.10400000000000001,0.142,0.11800000000000001,0.106,0.08199999999999999,0.08,0.048,0.03,0.013999999999999999,0.006
8,0.002,0.012,0.013999999999999999,0.07400000000000001,0.064,0.08800000000000001,0.128,0.11599999999999999,0.098,0.11599999999999999,0.10400000000000001,0.078,0.062,0.026000000000000002,0.016,0.002
9,0.004,0.008,0.036000000000000004,0.048,0.068,0.096,0.11199999999999999,0.14400000000000002,0.126,0.10800000000000001,0.10800000000000001,0.066,0.027999999999999997,0.032,0.01,0.006
10,0.004,0.016,0.02,0.038,0.08,0.1,0.11800000000000001,0.124,0.156,0.11,0.09,0.062,0.034,0.026000000000000002,0.013999999999999999,0.008
11,0.006,0.008,0.013999999999999999,0.042,0.076,0.11599999999999999,0.13,0.124,0.124,0.09,0.08800000000000001,0.078,0.05,0.034,0.013999999999999999,0.006
12,0.008,0.01,0.034,0.04,0.086,0.114,0.1,0.11,0.13,0.114,0.08,0.064,0.054000000000000006,0.027999999999999997,0.018000000000000002,0.01
13,0.006,0.012,0.026000000000000002,0.06,0.09,0.086,0.13,0.13,0.12,0.1,0.086,0.057999999999999996,0.04,0.027999999999999997,0.018000000000000002,0.01
14,0.006,0.01,0.04,0.052000000000000005,0.064,0.092,0.126,0.14400000000000002,0.102,0.11800000000000001,0.122,0.055999999999999994,0.027999999999999997,0.02,0.013999999999999999,0.006
15,0.004,0.012,0.034,0.038,0.078,0.12,0.122,0.124,0.128,0.09,0.08199999999999999,0.062,0.055999999999999994,0.026000000000000002,0.018000000000000002,0.006
16,0.006,0.008,0.026000000000000002,0.068,0.042,0.098,0.138,0.134,0.106,0.094,0.094,0.07,0.055999999999999994,0.04,0.02,0.0
17,0.004,0.012,0.022000000000000002,0.042,0.07,0.084,0.11,0.106,0.11599999999999999,0.11800000000000001,0.078,0.1,0.068,0.046,0.02,0.004
18,0.0,0.012,0.038,0.04,0.096,0.102,0.10800000000000001,0.106,0.124,0.12,0.10400000000000001,0.06,0.03,0.024,0.026000000000000002,0.01
19,0.002,0.02,0.046,0.042,0.07200000000000001,0.1,0.114,0.11199999999999999,0.126,0.142,0.07200000000000001,0.054000000000000006,0.048,0.027999999999999997,0.013999999999999999,0.008
20,0.008,0.008,0.026000000000000002,0.064,0.084,0.10800000000000001,0.11199999999999999,0.12,0.1,0.128,0.086,0.062,0.048,0.026000000000000002,0.013999999999999999,0.006
